cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
c,n,a,b,f,f,g,f,e,p,w,o,v,g,p
g,e,h,a,x,f,y,f,e,p,w,o,y,d,p
s,l,h,c,f,y,g,f,e,p,w,o,v,d,p
q,b,i,b,x,y,y,f,e,p,w,o,v,d,p
a,n,f,b,x,s,w,f,t,p,w,o,s,g,p
s,f,f,b,f,f,g,f,e,p,w,o,y,g,p
m,m,g,b,x,s,b,f,t,p,w,o,s,g,p
s,i,j,b,f,y,g,f,e,p,w,o,v,d,p
e,e,i,a,x,y,g,f,e,p,w,o,v,d,p
h,h,i,b,x,f,y,f,e,p,w,o,y,g,p
b,i,b,b,x,f,y,f,e,p,w,o,y,g,p
i,j,i,c,x,y,y,f,e,p,w,o,v,g,p
j,l,j,c,f,y,g,f,t,p,w,o,y,d,e
a,l,c,a,f,y,y,f,e,p,w,o,y,p,p
i,c,g,c,x,y,g,f,e,p,w,o,y,p,p
s,k,f,b,f,f,y,f,e,p,w,o,v,g,p
b,m,b,c,f,y,y,f,e,p,w,o,v,p,p
d,i,i,a,f,f,y,f,e,p,w,o,y,d,p
r,g,g,b,x,y,g,f,e,p,w,o,v,p,p
j,i,b,b,f,f,g,f,e,p,w,o,y,g,p
b,c,a,b,x,y,g,f,e,p,w,o,y,p,p
b,a,f,b,x,f,p,f,e,p,w,o,s,d,p
h,g,c,b,x,y,y,f,e,p,w,o,y,d,p
h,g,j,c,x,f,y,f,e,p,w,o,y,g,p
e,b,b,b,f,f,y,f,e,p,w,o,y,g,p
a,e,b,b,x,y,g,f,e,p,w,o,v,g,p
r,g,h,b,f,f,g,f,e,p,w,o,v,g,p
q,h,e,b,x,y,g,f,e,p,w,o,v,d,p
j,o,j,a,x,f,y,f,e,p,w,o,y,g,p
j,o,e,b,x,f,y,f,e,p,w,o,v,p,p
n,l,g,b,x,y,g,f,e,p,w,o,y,d,p
e,i,a,b,x,y,y,f,e,p,w,o,v,d,p
e,l,g,c,f,y,g,f,e,p,w,o,y,p,p
b,f,c,c,f,y,g,f,e,p,w,o,v,d,p
g,f,f,b,x,f,y,f,e,p,w,o,y,p,p
q,m,e,b,k,y,n,f,e,p,w,o,v,l,e
p,k,h,b,f,f,g,f,e,p,w,o,y,p,p
h,e,d,b,x,y,y,f,e,p,w,o,y,g,p
b,e,d,c,f,f,y,f,e,p,w,o,y,g,p
e,c,c,a,x,y,g,f,e,p,w,o,v,d,p
l,k,b,a,x,f,g,f,e,p,w,o,y,p,p
r,d,j,c,f,f,y,f,e,p,w,o,v,g,p
d,f,b,c,f,s,p,f,e,p,w,t,c,w,e
k,m,j,b,f,f,y,f,e,p,w,o,v,p,p
k,o,f,b,x,f,y,f,e,p,w,o,y,d,p
o,n,a,b,x,y,g,f,e,p,w,o,y,d,p
j,i,h,c,f,y,g,f,e,p,w,o,y,p,p
e,c,b,c,x,f,y,f,e,p,w,o,v,d,p
s,g,i,a,f,y,g,f,e,p,w,o,y,g,p
c,h,b,a,f,y,g,f,e,p,w,o,v,g,p
g,k,g,a,k,s,p,f,e,p,w,t,c,w,e
e,d,f,b,x,f,y,f,e,p,w,o,v,d,p
e,g,a,c,f,f,y,f,e,p,w,o,v,p,p
i,c,d,c,f,f,g,f,e,p,w,o,y,p,p
n,m,g,b,f,f,g,f,e,p,w,o,v,g,p
a,m,h,b,x,f,y,f,e,p,w,o,y,p,p
h,g,g,c,f,f,g,f,e,p,w,o,y,p,p
q,a,i,c,x,y,g,f,e,p,w,o,y,g,p
b,a,a,a,f,y,y,f,e,p,w,o,y,g,p
n,o,j,c,f,f,g,f,e,p,w,o,y,d,p
f,h,e,a,x,f,y,f,e,p,w,o,v,d,p
p,f,c,b,f,f,g,f,e,p,w,o,v,g,p
m,f,f,c,f,f,g,f,e,p,w,o,y,d,p
k,k,e,c,f,f,y,f,e,p,w,o,y,g,p
e,j,j,c,f,y,g,f,t,p,w,o,y,d,e
r,o,j,b,f,y,g,f,e,p,w,o,y,d,p
r,d,b,b,f,y,g,f,e,p,w,o,v,d,p
i,i,j,c,f,y,g,f,e,p,w,o,v,g,p
e,a,f,b,x,y,y,f,e,p,w,o,v,g,p
r,n,i,c,x,y,g,f,e,p,w,o,y,g,p
e,e,c,c,x,y,y,f,e,p,w,o,y,p,p
l,b,c,c,f,f,y,f,e,p,w,o,y,d,p
k,d,c,a,x,f,y,f,e,p,w,o,v,g,p
q,h,c,b,x,y,y,f,e,p,w,o,y,p,p
o,e,f,b,f,f,g,f,e,p,w,o,v,g,p
k,j,a,b,x,f,y,f,e,p,w,o,v,d,p
b,m,c,c,f,f,g,f,e,p,w,o,v,g,p
q,b,f,a,f,y,g,f,e,p,w,o,y,d,p
k,d,h,c,f,f,g,f,e,p,w,o,y,g,p
d,n,j,a,f,y,y,f,e,p,w,o,v,g,p
m,h,c,b,f,f,g,f,e,p,w,o,y,g,p
b,n,b,c,x,f,y,f,e,p,w,o,y,p,p
k,f,j,c,f,y,g,f,e,p,w,o,y,g,p
c,g,g,a,f,y,g,f,e,p,w,o,y,g,p
q,j,g,a,f,y,g,f,e,p,w,o,v,p,p
a,f,j,c,x,y,r,f,e,p,w,o,v,d,e
j,d,c,c,f,y,y,f,e,p,w,o,y,g,p
q,i,h,c,x,f,y,f,e,p,w,o,y,d,p
o,d,c,a,x,y,n,f,t,p,w,o,v,p,p
o,h,d,a,f,y,y,f,e,p,w,o,v,d,p
a,h,j,a,k,y,n,f,e,p,w,o,v,d,p
s,k,h,a,f,f,y,f,e,p,w,o,y,d,p
b,l,e,c,x,y,g,f,e,p,w,o,v,d,p
p,l,j,c,x,y,g,f,e,p,w,o,y,g,p
s,m,b,a,f,y,g,f,e,p,w,o,y,g,p
l,k,j,b,x,f,y,f,e,p,w,o,v,d,p
b,l,e,b,x,f,g,f,e,p,w,o,v,d,p
f,b,e,a,x,y,g,f,e,p,w,o,v,d,p
g,a,f,b,x,y,g,f,e,p,w,o,y,g,p
b,f,h,c,x,y,g,f,e,p,w,o,y,g,p
g,l,b,c,f,y,e,f,t,p,w,o,y,d,e
f,f,e,c,f,f,y,f,e,p,w,o,y,p,p
f,m,f,c,x,y,y,f,e,p,w,o,v,g,p
f,f,c,a,f,f,y,f,e,p,w,o,v,g,p
d,d,i,a,x,f,y,f,e,p,w,o,v,p,p
e,e,e,c,f,f,g,f,e,p,w,o,y,g,p
s,b,e,a,f,f,g,f,e,p,w,o,v,g,p
h,d,h,a,x,y,y,f,e,p,w,o,y,g,p
i,g,a,b,f,s,b,f,t,p,w,o,s,u,p
e,h,g,a,x,y,g,f,e,p,w,o,v,g,p
g,b,c,c,x,y,y,f,e,p,w,o,v,p,p
h,g,a,b,f,f,g,f,e,p,w,o,v,p,p
q,c,c,c,f,y,g,f,e,p,w,o,y,d,p
s,j,d,b,f,f,y,f,e,p,w,o,v,d,p
o,a,b,a,f,y,g,f,e,p,w,o,y,g,p
d,h,f,c,x,y,g,f,e,p,w,o,v,g,p
f,h,g,c,x,s,e,f,e,p,w,t,c,w,e
s,k,a,c,f,f,g,f,e,p,w,o,v,d,p
j,i,i,b,f,f,y,f,e,p,w,o,y,d,p
i,m,i,b,f,y,g,f,e,p,w,o,y,d,p
a,l,d,c,x,y,y,f,e,p,w,o,y,p,p
o,h,c,b,f,y,g,f,e,p,w,o,v,d,p
m,o,a,c,x,f,y,f,e,p,w,o,y,g,p
n,o,d,b,b,y,w,f,e,p,w,o,c,l,p
h,a,e,c,f,s,b,f,t,p,w,o,v,u,p
e,m,b,a,x,y,y,f,e,p,w,o,y,p,p
g,g,f,a,f,y,g,f,e,p,w,o,y,d,p
d,k,h,a,f,y,g,f,e,p,w,o,v,p,p
k,e,i,a,f,y,y,f,e,p,w,o,v,p,p
h,e,h,a,f,f,g,f,e,p,w,o,y,d,p
h,b,i,c,x,y,y,f,e,p,w,o,v,d,p
l,b,e,a,x,f,y,f,e,p,w,o,v,g,p
g,g,j,c,f,f,g,f,e,p,w,o,y,g,p
d,g,d,c,x,s,w,f,t,p,w,o,s,u,p
o,g,a,b,f,y,g,f,t,p,w,o,v,d,e
h,k,e,b,x,y,n,f,t,p,w,o,v,d,p
d,a,g,c,f,y,g,f,e,p,w,o,y,d,p
c,d,g,a,f,f,g,f,e,p,w,o,y,g,p
b,n,a,b,f,y,e,f,t,p,w,o,v,d,e
a,g,i,a,x,y,b,f,e,p,w,t,c,w,e
g,l,e,b,x,y,y,f,e,p,w,o,y,g,p
b,f,e,b,x,y,y,f,e,p,w,o,y,d,p
j,e,a,a,x,y,y,f,e,p,w,o,v,p,p
p,l,h,a,x,y,y,f,e,p,w,o,y,g,p
h,c,i,b,f,f,y,f,e,p,w,o,y,g,p
k,j,d,a,f,y,g,f,e,p,w,o,y,g,p
r,g,d,c,x,f,g,f,e,p,w,o,y,g,p
n,j,b,a,f,y,y,f,e,p,w,o,v,g,p
p,l,g,b,x,y,g,f,e,p,w,o,v,g,p
q,h,j,b,x,y,y,f,e,p,w,o,y,g,p
o,e,j,b,f,y,g,f,e,p,w,o,y,p,p
n,i,a,b,f,y,y,f,e,p,w,o,y,g,p
m,k,j,c,x,y,g,f,e,p,w,o,y,d,p
l,d,d,c,f,y,g,f,e,p,w,o,v,d,p
l,o,a,a,f,y,g,f,e,p,w,o,y,p,p
o,b,g,a,x,y,u,f,e,p,w,o,y,d,e
f,j,b,b,x,f,g,f,e,p,w,o,v,g,p
g,g,f,b,f,f,y,f,e,p,w,o,v,g,p
q,m,f,b,f,f,y,f,e,p,w,o,y,g,p
b,l,d,b,x,f,y,f,e,p,w,o,v,g,p
m,k,i,a,f,f,y,f,e,p,w,o,v,g,p
i,d,i,a,f,f,g,f,e,p,w,o,v,g,p
c,e,g,a,f,y,g,f,e,p,w,o,y,d,p
r,f,b,a,f,f,g,f,e,p,w,o,v,g,p
h,m,d,a,f,f,y,f,e,p,w,o,y,d,p
f,h,g,a,f,y,y,f,e,p,w,o,v,p,p
q,b,d,b,f,f,g,f,e,p,w,o,v,p,p
o,c,c,a,f,y,g,f,e,p,w,o,y,g,p
d,e,i,b,f,f,y,f,e,p,w,o,y,d,p
j,g,j,b,f,f,e,f,t,p,w,o,y,d,e
i,l,c,b,f,s,b,f,t,p,w,o,v,u,p
s,c,g,c,f,y,g,f,e,p,w,o,v,d,p
s,e,c,b,f,f,g,f,e,p,w,o,v,p,p
i,l,g,a,x,y,y,f,e,p,w,o,y,g,p
h,e,c,c,f,f,y,f,e,p,w,o,y,p,p
g,j,g,a,f,y,y,f,e,p,w,o,v,d,p
g,g,d,b,f,y,n,f,t,p,w,o,v,d,e
b,g,b,c,f,y,y,f,e,p,w,o,y,g,p
m,d,h,a,x,s,b,f,e,p,w,t,c,w,e
d,e,b,b,x,y,y,f,e,p,w,o,y,g,p
g,f,f,c,x,f,y,f,e,p,w,o,y,d,p
o,o,g,c,x,y,y,f,e,p,w,o,y,g,p
n,f,f,b,f,y,g,f,e,p,w,o,v,p,p
o,b,i,b,f,f,e,f,t,p,w,o,y,d,e
g,h,i,c,f,f,y,f,e,p,w,o,v,d,p
d,g,b,c,f,f,y,f,e,p,w,o,v,g,p
i,a,d,c,x,y,y,f,e,p,w,o,v,d,p
n,k,i,c,x,f,y,f,e,p,w,o,v,g,p
i,h,e,b,x,y,n,f,t,p,w,o,v,d,p
d,m,d,b,f,f,y,f,e,p,w,o,v,p,p
f,f,b,a,x,y,y,f,e,p,w,o,v,g,p
h,b,d,b,f,f,y,f,e,p,w,o,v,p,p
c,e,d,c,f,f,y,f,e,p,w,o,v,d,p
q,d,j,c,f,y,g,f,e,p,w,o,v,p,p
g,g,i,a,f,y,g,f,e,p,w,o,v,g,p
i,h,f,a,f,y,g,f,e,p,w,o,v,d,p
m,a,e,b,f,f,g,f,e,p,w,o,v,g,p
p,m,a,c,x,s,g,f,e,p,w,o,v,d,p
j,b,c,a,x,y,y,f,e,p,w,o,y,g,p
i,m,d,a,f,s,g,f,t,p,w,o,s,u,p
r,b,a,a,x,y,g,f,e,p,w,o,v,g,p
b,i,i,a,x,y,y,f,e,p,w,o,y,p,p
q,f,b,c,x,y,y,f,e,p,w,o,y,d,p
a,m,c,a,f,y,g,f,t,p,w,o,y,d,e
s,n,d,c,f,f,g,f,e,p,w,o,y,d,p
j,c,h,a,f,y,y,f,e,p,w,o,v,g,p
p,d,i,b,f,y,g,f,e,p,w,o,y,p,p
q,g,c,a,x,y,y,f,e,p,w,o,y,g,p
k,g,g,c,x,y,g,f,e,p,w,o,y,d,p
n,n,b,b,x,f,y,f,e,p,w,o,y,p,p
s,d,i,a,f,y,n,f,t,p,w,o,v,d,e
j,d,j,c,x,y,g,f,e,p,w,o,y,g,p
c,f,d,a,f,f,y,f,e,p,w,o,v,g,p
b,d,h,b,x,y,g,f,e,p,w,o,v,p,p
m,f,b,a,x,y,y,f,e,p,w,o,y,g,p
o,a,d,a,f,f,g,f,e,p,w,o,y,p,p
h,n,b,b,f,f,g,f,e,p,w,o,y,g,p
a,l,j,c,x,y,y,f,e,p,w,o,y,g,p
g,c,j,a,k,y,b,f,e,p,w,t,c,w,e
a,h,i,c,x,y,y,f,e,p,w,o,y,p,p
g,d,i,c,x,y,n,f,t,p,w,o,v,d,p
m,h,h,b,f,y,g,f,e,p,w,o,y,p,p
e,c,a,b,x,y,g,f,e,p,w,o,y,p,p
r,o,c,b,f,y,y,f,e,p,w,o,v,g,p
j,c,b,b,f,y,g,f,e,p,w,o,v,d,p
n,d,i,b,f,f,g,f,e,p,w,o,y,g,p
c,b,h,a,f,y,y,f,e,p,w,o,y,g,p
b,l,i,b,x,f,y,f,e,p,w,o,y,d,p
k,h,d,b,x,s,w,f,t,p,w,o,v,u,p
s,f,g,b,x,y,y,f,e,p,w,o,v,g,p
i,e,h,b,f,f,y,f,e,p,w,o,y,p,p
p,f,a,a,x,f,y,f,e,p,w,o,y,g,p
m,g,i,b,x,y,y,f,e,p,w,o,v,p,p
l,g,h,a,f,y,y,f,e,p,w,o,v,g,p
n,n,j,a,x,y,y,f,e,p,w,o,y,g,p
r,l,g,a,x,y,y,f,e,p,w,o,v,p,p
s,e,b,b,f,y,g,f,e,p,w,o,y,p,p
p,f,c,a,f,f,y,f,e,p,w,o,y,p,p
e,h,f,b,f,f,g,f,e,p,w,o,v,p,p
k,h,f,b,f,y,n,f,t,p,w,o,y,d,e
s,d,i,b,x,y,y,f,e,p,w,o,v,d,p
i,l,f,b,x,y,g,f,e,p,w,o,v,p,p
l,g,e,c,f,y,g,f,e,p,w,o,v,g,p
d,c,g,a,f,y,g,f,e,p,w,o,v,g,p
r,e,b,a,x,y,y,f,e,p,w,o,y,d,p
e,a,h,c,f,f,g,f,e,p,w,o,v,p,p
m,i,a,a,x,y,g,f,e,p,w,o,v,d,p
d,h,a,a,x,y,y,f,e,p,w,o,v,d,p
o,b,c,c,x,f,y,f,e,p,w,o,y,d,p
i,a,i,b,f,f,y,f,e,p,w,o,y,d,p
r,n,i,a,f,f,c,f,e,p,w,o,v,l,e
c,k,g,a,f,y,g,f,e,p,w,o,v,g,p
p,i,c,b,x,y,g,f,e,p,w,o,y,p,p
s,a,d,b,f,f,y,f,e,p,w,o,v,d,p
g,g,a,a,f,f,y,f,e,p,w,o,y,p,p
s,b,h,b,x,s,g,f,t,p,w,o,v,g,p
a,n,b,b,f,s,n,f,e,p,w,t,c,w,e
l,i,e,c,x,y,n,f,t,p,w,o,v,p,p
l,b,f,a,x,s,g,f,e,p,w,o,v,d,p
n,o,f,a,x,f,y,f,e,p,w,o,y,d,p
p,l,g,c,f,y,g,f,e,p,w,o,v,g,p
a,d,h,a,f,y,g,f,e,p,w,o,y,d,p
g,k,h,c,x,y,y,f,e,p,w,o,v,g,p
n,b,i,a,x,y,y,f,e,p,w,o,v,g,p
e,f,d,c,x,y,g,f,e,p,w,o,y,d,p
h,e,j,a,f,y,g,f,e,p,w,o,y,d,p
s,g,j,a,f,y,g,f,e,p,w,o,y,g,p
b,m,e,a,f,f,y,f,e,p,w,o,y,g,p
p,f,e,a,x,f,y,f,e,p,w,o,v,d,p
b,o,j,b,f,f,y,f,e,p,w,o,v,p,p
q,k,g,a,f,f,g,f,e,p,w,o,y,p,p
l,g,e,b,f,f,y,f,e,p,w,o,y,p,p
f,j,h,a,f,y,y,f,e,p,w,o,y,d,p
j,d,f,b,f,f,y,f,e,p,w,o,v,p,p
e,j,j,b,f,f,y,f,e,p,w,o,v,d,p
p,n,c,b,x,y,g,f,e,p,w,o,v,g,p
g,l,e,c,x,y,g,f,e,p,w,o,v,g,p
p,i,i,a,x,y,g,f,e,p,w,o,v,d,p
k,n,f,b,x,s,b,f,e,p,w,t,c,w,e
i,e,i,c,f,f,g,f,e,p,w,o,v,d,p
m,g,g,a,x,f,y,f,e,p,w,o,v,d,p
h,g,f,c,x,y,n,f,t,p,w,o,v,l,p
d,m,f,a,x,y,g,f,e,p,w,o,y,d,p
r,l,g,c,f,y,g,f,e,p,w,o,v,p,p
g,k,c,a,f,y,g,f,e,p,w,o,y,d,p
s,l,f,a,f,f,y,f,e,p,w,o,y,g,p
f,k,b,c,x,y,y,f,e,p,w,o,v,d,p
q,b,i,c,x,f,y,f,e,p,w,o,v,g,p
l,m,a,c,f,f,g,f,e,p,w,o,y,p,p
g,h,j,b,x,y,g,f,e,p,w,o,v,p,p
f,g,f,c,f,f,y,f,e,p,w,o,y,g,p
g,f,e,a,x,f,y,f,e,p,w,o,y,g,p
q,b,j,a,x,y,u,f,e,p,w,o,v,d,e
g,m,a,c,f,y,b,f,e,p,w,t,c,w,e
j,g,e,c,f,y,y,f,e,p,w,o,y,d,p
j,d,d,a,x,y,y,f,e,p,w,o,y,p,p
h,d,e,b,x,y,g,f,e,p,w,o,v,g,p
o,o,f,b,f,f,g,f,e,p,w,o,y,d,p
f,d,h,a,f,y,g,f,e,p,w,o,v,g,p
d,h,c,a,f,f,g,f,e,p,w,o,y,g,p
k,j,h,a,f,y,g,f,e,p,w,o,v,g,p
n,m,a,b,x,f,y,f,e,p,w,o,y,g,p
b,c,f,a,f,f,y,f,e,p,w,o,v,d,p
j,k,a,b,f,f,g,f,e,p,w,o,v,d,p
j,h,f,b,f,y,y,f,e,p,w,o,v,g,p
o,k,f,c,f,y,y,f,e,p,w,o,y,g,p
h,m,d,b,f,f,g,f,e,p,w,o,v,g,p
n,k,e,a,f,s,b,f,t,p,w,o,v,g,p
l,k,d,b,f,s,w,f,e,p,w,t,v,m,p
b,o,d,c,x,y,y,f,e,p,w,o,y,p,p
p,c,a,c,f,f,y,f,e,p,w,o,v,p,p
b,j,d,c,f,y,g,f,e,p,w,o,v,g,p
c,g,a,b,x,y,y,f,e,p,w,o,v,d,p
p,l,e,c,x,f,y,f,e,p,w,o,v,p,p
r,a,d,c,x,f,y,f,e,p,w,o,y,d,p
l,c,a,b,f,f,g,f,t,p,w,o,v,d,e
o,l,g,b,x,y,u,f,e,p,w,o,v,d,e
o,m,h,a,x,y,g,f,e,p,w,o,y,d,p
b,o,g,c,f,f,y,f,e,p,w,o,v,g,p
g,k,e,b,x,y,y,f,e,p,w,o,v,d,p
h,h,a,a,f,y,g,f,e,p,w,o,v,d,p
d,k,d,c,x,y,y,f,e,p,w,o,y,p,p
f,d,f,c,x,f,y,f,e,p,w,o,v,d,p
b,o,i,c,x,y,y,f,e,p,w,o,y,p,p
k,h,b,a,f,f,y,f,e,p,w,o,v,g,p
r,c,i,a,x,y,g,f,e,p,w,o,y,p,p
d,j,j,a,f,y,g,f,e,p,w,o,y,g,p
b,d,c,c,f,y,g,f,e,p,w,o,v,p,p
l,d,d,b,x,f,y,f,e,p,w,o,y,p,p
f,l,d,a,f,f,e,f,t,p,w,o,v,d,e
j,o,a,a,x,y,y,f,e,p,w,o,y,d,p
g,c,d,b,f,f,g,f,e,p,w,o,v,d,p
d,l,e,b,x,y,g,f,e,p,w,o,y,p,p
j,m,e,c,f,y,g,f,e,p,w,o,v,p,p
l,l,c,a,f,f,g,f,e,p,w,o,y,p,p
n,g,d,a,f,f,g,f,e,p,w,o,y,d,p
d,e,e,c,f,f,g,f,e,p,w,o,v,g,p
g,i,a,c,f,y,g,f,e,p,w,o,y,d,p
h,e,b,a,f,f,y,f,e,p,w,o,v,d,p
p,o,d,b,x,f,y,f,e,p,w,o,y,d,p
e,f,c,c,x,y,g,f,e,p,w,o,v,p,p
e,f,a,b,x,y,g,f,e,p,w,o,y,p,p
j,e,j,b,x,f,w,f,e,p,w,o,v,d,p
d,o,i,a,f,f,g,f,e,p,w,o,y,d,p
j,o,c,c,x,f,y,f,e,p,w,o,v,p,p
h,l,h,c,f,y,g,f,e,p,w,o,v,d,p
e,n,i,c,x,f,y,f,e,p,w,o,v,g,p
j,a,d,a,f,y,g,f,e,p,w,o,v,d,p
m,c,g,c,f,y,g,f,e,p,w,o,v,d,p
g,e,g,a,f,f,y,f,e,p,w,o,y,p,p
p,f,j,a,x,y,g,f,e,p,w,o,v,g,p
o,d,j,a,f,y,y,f,e,p,w,o,v,g,p
r,c,a,c,f,f,y,f,e,p,w,o,y,p,p
h,o,d,c,x,f,y,f,e,p,w,o,v,d,p
s,i,i,b,f,f,y,f,e,p,w,o,v,g,p
o,m,c,c,x,y,y,f,e,p,w,o,y,p,p
g,a,c,b,f,f,y,f,e,p,w,o,y,d,p
r,i,g,a,x,f,y,f,e,p,w,o,v,g,p
f,i,h,b,f,y,g,f,e,p,w,o,y,d,p
r,f,b,c,f,f,g,f,e,p,w,o,y,d,p
m,i,e,a,f,f,y,f,e,p,w,o,v,g,p
i,e,i,a,f,f,g,f,e,p,w,o,v,d,p
s,j,c,b,f,f,g,f,e,p,w,o,y,g,p
m,g,h,b,f,f,y,f,e,p,w,o,v,d,p
q,f,h,c,x,y,y,f,e,p,w,o,y,d,p
i,b,a,c,x,y,y,f,e,p,w,o,v,d,p
g,b,h,b,f,f,y,f,e,p,w,o,y,d,p
f,c,b,c,x,y,y,f,e,p,w,o,v,d,p
e,c,e,c,x,y,y,f,e,p,w,o,v,g,p
c,e,f,b,x,y,n,f,t,p,w,o,v,d,p
m,g,g,c,f,y,b,f,e,p,w,t,c,w,e
d,a,c,b,x,f,y,f,e,p,w,o,v,g,p
f,d,g,a,x,y,y,f,e,p,w,o,y,d,p
e,a,d,c,f,y,g,f,e,p,w,o,y,d,p
d,h,e,c,x,y,y,f,e,p,w,o,y,d,p
l,i,f,c,f,y,g,f,e,p,w,o,v,p,p
h,c,b,c,f,y,g,f,e,p,w,o,y,d,p
g,e,i,a,f,f,g,f,e,p,w,o,v,p,p
f,o,i,c,x,f,y,f,e,p,w,o,v,p,p
o,i,i,b,f,f,y,f,e,p,w,o,y,g,p
p,g,g,c,f,f,y,f,e,p,w,o,y,d,p
s,i,c,a,f,y,g,f,e,p,w,o,v,p,p
n,k,b,c,f,y,g,f,e,p,w,o,y,g,p
o,i,h,a,f,f,g,f,e,p,w,o,y,g,p
i,o,c,b,f,y,g,f,e,p,w,o,v,d,p
g,d,e,b,f,f,g,f,e,p,w,o,v,d,p
o,k,h,b,f,y,g,f,e,p,w,o,v,p,p
i,k,g,c,x,f,g,f,e,p,w,o,s,d,p
n,f,b,a,f,s,b,f,t,p,w,o,v,g,p
m,o,b,b,f,f,e,f,t,p,w,o,v,d,e
l,f,f,c,x,y,y,f,e,p,w,o,v,p,p
j,h,e,a,x,y,g,f,e,p,w,o,y,d,p
q,k,a,a,f,y,g,f,e,p,w,o,v,g,p
i,d,b,b,f,f,g,f,t,p,w,o,v,d,e
k,a,a,a,x,y,y,f,e,p,w,o,y,d,p
q,j,d,c,x,y,y,f,e,p,w,o,v,p,p
e,g,g,a,f,f,y,f,e,p,w,o,y,p,p
g,c,i,c,x,f,y,f,e,p,w,o,v,p,p
h,e,d,c,x,f,y,f,e,p,w,o,y,d,p
g,l,f,a,x,y,g,f,e,p,w,o,v,g,p
i,i,a,c,f,s,w,f,t,p,w,o,s,u,p
i,l,i,b,x,y,g,f,e,p,w,o,v,d,p
i,a,c,a,x,f,y,f,e,p,w,o,v,g,p
h,c,j,a,f,y,g,f,e,p,w,o,y,p,p
q,a,f,a,x,y,g,f,e,p,w,o,v,p,p
c,e,a,b,x,f,y,f,e,p,w,o,v,d,p
k,c,c,a,f,y,u,f,e,p,w,o,v,d,e
n,o,i,b,f,f,y,f,e,p,w,o,y,d,p
l,l,e,a,f,y,g,f,e,p,w,o,v,g,p
o,m,j,a,x,y,y,f,e,p,w,o,y,g,p
d,l,j,b,f,f,g,f,e,p,w,o,y,g,p
m,g,j,c,f,y,n,f,t,p,w,o,y,d,e
p,g,a,c,x,f,y,f,e,p,w,o,v,p,p
b,j,g,b,f,f,g,f,e,p,w,o,y,d,p
h,l,g,c,x,y,g,f,e,p,w,o,y,p,p
h,g,c,c,f,f,y,f,e,p,w,o,y,g,p
b,i,f,c,x,f,y,f,e,p,w,o,v,d,p
l,h,d,c,x,y,y,f,e,p,w,o,v,p,p
k,d,g,b,x,f,y,f,e,p,w,o,v,p,p
r,l,h,b,f,y,g,f,e,p,w,o,v,g,p
o,j,h,c,x,s,w,f,t,p,w,o,s,u,p
c,e,h,c,f,y,e,f,e,p,w,t,c,w,e
n,b,f,a,x,y,u,f,e,p,w,o,y,d,e
q,f,f,c,x,y,y,f,e,p,w,o,v,g,p
c,c,c,c,x,y,g,f,e,p,w,o,y,d,p
j,g,h,b,x,f,y,f,e,p,w,o,y,p,p
f,b,h,b,f,f,g,f,e,p,w,o,y,d,p
f,l,c,b,x,y,g,f,e,p,w,o,y,p,p
l,e,g,b,f,f,g,f,e,p,w,o,y,g,p
j,f,f,c,f,f,y,f,e,p,w,o,y,g,p
j,b,g,b,x,y,g,f,e,p,w,o,y,p,p
j,g,a,c,f,y,g,f,e,p,w,o,y,p,p
l,a,f,b,f,s,p,f,e,p,w,t,c,w,e
k,b,c,a,f,f,g,f,e,p,w,o,y,p,p
j,f,h,b,x,y,y,f,e,p,w,o,y,p,p
n,i,b,b,x,y,g,f,e,p,w,o,y,p,p
b,n,c,c,f,f,y,f,e,p,w,o,v,g,p
d,h,b,c,x,f,y,f,e,p,w,o,y,d,p
r,n,j,a,f,y,g,f,e,p,w,o,y,d,p
j,o,d,b,f,y,y,f,e,p,w,o,y,p,p
q,o,e,a,x,y,g,f,e,p,w,o,y,g,p
f,l,h,c,x,y,g,f,e,p,w,o,y,d,p
b,n,g,b,f,f,y,f,e,p,w,o,y,p,p
l,e,e,c,f,f,g,f,e,p,w,o,y,d,p
j,n,i,b,x,y,g,f,e,p,w,o,y,p,p
l,e,h,b,f,f,y,f,e,p,w,o,v,p,p
e,o,a,a,f,y,g,f,e,p,w,o,v,d,p
a,e,i,b,x,y,g,f,e,p,w,o,y,g,p
k,a,e,a,f,f,g,f,e,p,w,o,v,d,p
l,m,b,b,x,y,g,f,e,p,w,o,y,g,p
m,f,g,b,f,f,g,f,e,p,w,o,v,d,p
q,a,b,a,x,y,y,f,e,p,w,o,y,p,p
h,n,g,c,x,f,y,f,e,p,w,o,y,g,p
i,e,j,c,x,y,g,f,e,p,w,o,v,p,p
o,k,c,a,f,f,y,f,e,p,w,o,v,p,p
a,o,e,a,f,y,n,f,t,p,w,o,y,d,e
e,l,d,a,f,f,g,f,e,p,w,o,y,d,p
d,e,b,c,x,y,y,f,e,p,w,o,y,p,p
e,e,g,a,x,s,g,f,t,p,w,o,s,g,p
g,g,h,c,f,y,y,f,e,p,w,o,v,p,p
n,k,f,b,x,y,y,f,e,p,w,o,v,p,p
r,n,a,a,x,f,w,f,e,p,w,o,s,d,p
s,h,b,c,x,f,y,f,e,p,w,o,y,d,p
